ID,Name,Street Address,Suburb,Postcode,State,Latitude,Longitude,PAF,Previous Match,Status,Bedrooms,Bathrooms,Garages,Carports,Living Areas,Cooling,Heating,Land Size,Building Size,Price per m2,First Listed,Days on the market,Listed Price,First Listed Price,First to Listed Price Change,Price Guide,First Listed Price Guide,Period,VPA,Median Price,Change of Listed Price to Median Price,Property Type,Agency,Agency ID,Primary Agent,Portal ID,Listing Link,Extracted
21397697,The Homeowner,16 Peasant St,Holland Park West,4121,QLD,-27.51664671,153.0569172,,,current,3,2,2,,,,,,,,24-06-2022,5,$800pw,$750pw,6.7%,800,750,week,VPA-3,904750,,House,RE/MAX First Residential - COORPAROO,30276,Rentals,434676207,https://www.nexu.com.au/app/#/listing/21397697,29-06-2022
21397657,The Homeowner,1/25 Tingal Road,Wynnum,4178,QLD,-27.44895915,153.1748155,,,current,2,1,,1,,,,,,,24-06-2022,5,$300 per week,$300 per week,0.0%,300,300,week,VPA-3,476000,,Unit,Ray White - Wynnum-Manly,24602,Wynnummanly Rentals,434676359,https://www.nexu.com.au/app/#/listing/21397657,29-06-2022
21397500,The Homeowner,1/71 Charlie St,Zillmere,4034,QLD,-27.35505243,153.046698,,,current,2,2,1,,,,,,,,24-06-2022,5,$450 per week,$450 per week,0.0%,450,450,week,,339500,,Unit,Image Property - Brisbane Southside,16348,Hayley Mills,434676715,https://www.nexu.com.au/app/#/listing/21397500,29-06-2022
21398360,The Homeowner,25 Higgins Street,Loganholme,4129,QLD,-27.6883349,153.1844944,,,current,3,1,,3,,,,,,,24-06-2022,5,$510 per week,$490 per week,4.1%,510,490,week,,500000,,House,RE/MAX Revolution - Shailer Park,31787,Stephanie Lelliott,434676911,https://www.nexu.com.au/app/#/listing/21398360,29-06-2022
21361952,The Homeowner,9 Ravenswood Lane,Springfield,4300,QLD,-27.65705959,152.9170129,,,current,4,2,2,,,a/c,,,,,20-06-2022,9,$550 per week,$550 per week,0.0%,550,550,week,VPA-3,629000,,House,RealWay Property Consultants - Ipswich,28599,Leasing Consultant,434637443,https://www.nexu.com.au/app/#/listing/21361952,29-06-2022
21398716,The Homeowner,56 Merino Street,Park Ridge,4125,QLD,-27.70927065,153.086643,,,current,4,2,2,,,a/c,,,,,24-06-2022,4,$520 per week,$520 per week,0.0%,520,520,week,VPA-3,524450,,House,MPM Property - Brisbane,16883,Katelyn Jack,434678519,https://www.nexu.com.au/app/#/listing/21398716,29-06-2022
21398720,The Homeowner,37/100 Stodart Terrace,Mango Hill,4509,QLD,-27.22881096,153.0365288,,,current,3,2,2,,,,,,,,24-06-2022,4,$470 Brand New,$470 Brand New,0.0%,470,470,week,VPA-1,,,Townhouse,Raine & Horne - Onsite Sales,17601,Shaun Dingle,434678499,https://www.nexu.com.au/app/#/listing/21398720,29-06-2022
21398882,The Homeowner,40 Pennant St,Jamboree Heights,4074,QLD,-27.5554546,152.9356372,,,current,4,2,,2,,,,,,,24-06-2022,4,$600 per week,$600 per week,0.0%,600,600,week,VPA-1,787500,,House,Vanilla Rentals,19831,Vanilla Rentals,434678079,https://www.nexu.com.au/app/#/listing/21398882,29-06-2022
21398928,The Homeowner,2/93 Jenner Street,Nundah,4012,QLD,-27.40116209,153.0674466,,,current,2,1,1,1,1,split-system,,,,,24-06-2022,4,$425 per week,$425 per week,0.0%,425,425,week,,,,Villa,Metropole Properties - CLAYFIELD,83376,Mary Smith,434677963,https://www.nexu.com.au/app/#/listing/21398928,29-06-2022
21398693,The Homeowner,3310/35 Burdett Street,Albion,4010,QLD,-27.43123093,153.0470222,,,current,1,1,,,,,,,,,24-06-2022,4,$410 per week,$410 per week,0.0%,410,410,week,,350000,,Apartment,Better Homes and Gardens Real Estate - Runaway Bay,22139,Yulia Far,434678587,https://www.nexu.com.au/app/#/listing/21398693,29-06-2022
21040675,The Homeowner,224 Sir Fred Schonell Drive,St Lucia,4067,QLD,-27.493838,153.004196,,,current,2,1,2,,,,,,,,01-03-2013,3407,$415.00 p/w,$460.00 p/w,-9.8%,415,460,week,VPA-1,800000,,House,Position Property Services - .,28874,Oliver Creevy,409906111,https://www.nexu.com.au/app/#/listing/21040675,29-06-2022
21398735,The Homeowner,4 Fielding Street,Mount Gravatt,4122,QLD,-27.53169905,153.0685313,,,current,3,1,,1,1,,,,,,24-06-2022,4,$530 pw,$530 pw,0.0%,530,530,week,VPA-3,900000,,House,McGrath Annerley Yeronga - YERONGA,19124,Alicia Wilson,434678427,https://www.nexu.com.au/app/#/listing/21398735,29-06-2022
21398748,The Homeowner,23 Marberry Street,Manly West,4179,QLD,-27.46491866,153.1688453,,,current,4,1,1,1,,,,,,,24-06-2022,4,$550 Per Week,$550 Per Week,0.0%,550,550,week,VPA-3,935000,,House,First National - Bayside,19132,Bayside First National Rentals,434678391,https://www.nexu.com.au/app/#/listing/21398748,29-06-2022
21221726,The Homeowner,7 Headland Street,Sunnybank,4109,QLD,-27.58507366,153.0659852,,,current,4,2,2,,,a/c,,,,,30-05-2022,29,$480/Week,$480/Week,0.0%,480,480,week,VPA-3,990000,,House,Ray White - Sunnybank Hills,35461,Simon Bian,434497035,https://www.nexu.com.au/app/#/listing/21221726,29-06-2022
21034095,The Homeowner,43 Windermere Avenue,Sinnamon Park,4073,QLD,-27.53616878,152.951836,,,current,4,2,2,,,,,,,,03-05-2022,56,Leased by Ray White Centenary,$950 per week,-5.4%,899,950,week,VPA-1,1003000,,House,Ray White - Centenary,18872,Lauren Ellison,434318099,https://www.nexu.com.au/app/#/listing/21034095,29-06-2022
21034332,The Homeowner,2/59 Sandford St,St Lucia,4067,QLD,-27.49245679,152.9960945,,,current,2,1,,1,,a/c,,,,,03-05-2022,56,$475 per week,$475 per week,0.0%,475,475,week,,477000,,Unit,Ray White - Ashgrove,19612,Clara Hipkiss,434317639,https://www.nexu.com.au/app/#/listing/21034332,29-06-2022
21399592,The Homeowner,1210/2 Activa Way,Hope Island,4212,QLD,-27.87279653,153.3504462,,,current,2,2,1,,,,,,,,24-06-2022,4,$630 per week,$630 per week,0.0%,630,630,week,VPA-3,483000,,Apartment,Raine & Horne Elite,108581,Bree Tisdell,434679243,https://www.nexu.com.au/app/#/listing/21399592,29-06-2022
21399624,The Homeowner,41 Mercy Circuit,Park Ridge,4125,QLD,-27.7151139,153.0912402,,,current,4,2,2,,2,a/c,,,,,24-06-2022,4,$580 per week,$580 per week,0.0%,580,580,week,VPA-3,524450,,House,MPM Property - Brisbane,16883,Katelyn Jack,434679175,https://www.nexu.com.au/app/#/listing/21399624,29-06-2022
21399728,The Homeowner,29 Lisbeth Street,Springwood,4127,QLD,-27.6142547,153.1331466,,,current,4,1,,2,,,,,,,24-06-2022,4,$650 per week,$650 per week,0.0%,650,650,week,,795000,,House,Ray White  - ROCHEDALE SOUTH,28061,Moshy Khan,434678935,https://www.nexu.com.au/app/#/listing/21399728,29-06-2022
21399599,The Homeowner,140 Pateena Street,Stafford,4053,QLD,-27.4066937,153.0092458,,,current,2,1,1,1,1,a/c,,,,,24-06-2022,4,$450 per week,$450 per week,0.0%,450,450,week,,940110,,House,Metropole Properties - CLAYFIELD,83376,Mary Smith,434679231,https://www.nexu.com.au/app/#/listing/21399599,29-06-2022
21399489,The Homeowner,8/49 Sydney Street,New Farm,4005,QLD,-27.47131851,153.045744,,,current,1,1,1,,,,,,,,24-06-2022,4,$400 per week,$400 per week,0.0%,400,400,week,,,,House,Black Picket Fence,38735,Black Picket Fence,434679455,https://www.nexu.com.au/app/#/listing/21399489,29-06-2022
21036015,The Homeowner,13/75 Sir Fred Schonell Drive,St Lucia,4067,QLD,-27.49430491,152.9971063,,,current,4,4,1,,,,,,,,04-05-2022,56,$650 per week,$740 per week,-12.2%,650,740,week,VPA-2,,,Apartment,Coronis - Inner West,27532,Suzanne West,434319615,https://www.nexu.com.au/app/#/listing/21036015,29-06-2022
21108411,The Homeowner,4 Carnoustie Place,Carindale,4152,QLD,-27.52332635,153.1044666,,,current,5,2,2,,,"a/c, ducted, split-system",ducted,,,,12-05-2022,47,$1050 /W One Week FREE +Large Solar Panel,$1100 /W Large Solar Panel,-4.5%,1050,1100,week,VPA-1,1475000,,House,Ozdream Assets Management,87825,Jean Yang,434386599,https://www.nexu.com.au/app/#/listing/21108411,29-06-2022
21222569,The Homeowner,6 Kimmax Street,Sunnybank,4109,QLD,-27.57759853,153.0690582,,,current,4,2,2,,,,,,,,30-05-2022,29,$690 per week,$750 per week,-8.0%,690,750,week,VPA-3,990000,,House,Ray White - Mt Gravatt,28564,Samara Boman,434497959,https://www.nexu.com.au/app/#/listing/21222569,29-06-2022
21037686,The Homeowner,1/95 Indooroopilly Road,St Lucia,4067,QLD,-27.49555085,152.9888706,,,current,2,2,1,,,,,,,,04-05-2022,56,$380 per week,$380 per week,0.0%,380,380,week,VPA-2,477000,,Unit,Wilson Property Group Australia - KELVIN GROVE,46705,Jacob Wilson,434321071,https://www.nexu.com.au/app/#/listing/21037686,29-06-2022
21037608,The Homeowner,62 Garrick Terrace,Herston,4006,QLD,-27.44620356,153.0239785,,,current,4,2,2,,,a/c,,,,,04-05-2022,56,$850 Per Week!,$975 Per Week!,-12.8%,850,975,week,VPA-1,1703500,,House,Place - Newmarket,23494,"Shane Hurley, Place Newmarket Rentals",434321223,https://www.nexu.com.au/app/#/listing/21037608,29-06-2022
21400906,The Homeowner,39 Merino Street,Park Ridge,4125,QLD,-27.70927065,153.086643,,,current,4,2,2,,,,,,,,24-06-2022,4,$550,$550,0.0%,550,550,week,VPA-3,524450,,House,FAA Property - MAROOCHYDORE,44505,Kayla Dale,434679843,https://www.nexu.com.au/app/#/listing/21400906,29-06-2022
21400927,The Homeowner,24 Jubilee Avenue,Forest Lake,4078,QLD,-27.62553238,152.9477086,,,current,3,2,2,,,,,,,,24-06-2022,4,$650 per week,$650 per week,0.0%,650,650,week,,501000,,House,Ray White Forest Lake - FOREST LAKE,21860,"Vivian Song, Ken Li",434679795,https://www.nexu.com.au/app/#/listing/21400927,29-06-2022
21400618,The Homeowner,85 .Deakin Street,Kangaroo Point,4169,QLD,-27.46911384,153.0364711,,,current,3,2,1,,,,,,,,24-06-2022,4,$650 per week,$650 per week,0.0%,650,650,week,,1200000,,House,Kangaroo Point Residential - KANGAROO POINT,22555,Kangaroo Point Residential,434680375,https://www.nexu.com.au/app/#/listing/21400618,29-06-2022
21400636,The Homeowner,5/33 Heather Street,Wilston,4051,QLD,-27.43231583,153.0183282,,,current,2,1,1,,,,,,,,24-06-2022,4,$450,$450,0.0%,450,450,week,,465600,,Unit,Place - Ascot,16271,Tyler Luff,434680339,https://www.nexu.com.au/app/#/listing/21400636,29-06-2022
14885395,The Homeowner,7/22 Hooker Street,Windsor,4030,QLD,-27.43366463,153.0305849,,,current,2,2,1,,,reverse cycle,,,,,28-06-2022,0,$410 per week,,,410,,week,,432500,,Unit,C&K Property Management Group - WITHCOTT,48649,Aimee Robinson,432104422,https://www.nexu.com.au/app/#/listing/14885395,29-06-2022
21401136,The Homeowner,4 Timkelnik Crescent,Victoria Point,4165,QLD,-27.5962242,153.2770115,,,current,4,2,2,,,,,,,,24-06-2022,4,$630 PER WEEK,$630 PER WEEK,0.0%,630,630,week,VPA-1,765000,,House,Ray White - Victoria Point,27315,PM Rentals,434681307,https://www.nexu.com.au/app/#/listing/21401136,29-06-2022
13552556,The Homeowner,1/2 Scott Road,Herston,4006,QLD,-27.446846,153.0202246,,,current,2,1,1,,,,,800m2,,1,04-05-2022,55,$490 per week,$480 per week,2.1%,490,480,week,VPA-1,,,Townhouse,Little Real Estate,27394,Ashleigh Leavitt,430774518,https://www.nexu.com.au/app/#/listing/13552556,29-06-2022
21401197,The Homeowner,27 Musgrave Road,Banyo,4014,QLD,-27.37594125,153.0742521,,,current,4,2,3,,,,,,,,24-06-2022,4,$850,$850,0.0%,850,850,week,,890000,,House,Milk Chocolate Property - ST PETERS,77858,Damien Hutchinson,434681191,https://www.nexu.com.au/app/#/listing/21401197,29-06-2022
21041193,The Homeowner,71 Finnegan Circuit,Oxley,4075,QLD,-27.56492674,152.9736109,,,current,4,2,2,,,a/c,,,,,03-05-2022,57,$595 per week,$595 per week,0.0%,595,595,week,VPA-2,825000,,House,McGrath Springfield - Springfield,24341,McGrath Springfield,434317091,https://www.nexu.com.au/app/#/listing/21041193,29-06-2022
6460831,The Homeowner,55 Peel St,Redland Bay,4165,QLD,-27.614201,153.297782,,,current,3,1,2,,,,,,,,04-05-2022,55,$990pw 3BR House up 2BR unit Down,$990pw Bus Stop at front 500m to Shops Redland Bay,0.0%,990,990,week,VPA-1,915000,,House,RealPrivate.com.au - HAWTHORN,15252,Contact Office,421642822,https://www.nexu.com.au/app/#/listing/6460831,29-06-2022
21401601,The Homeowner,294 Wilston Road,Grange,4051,QLD,-27.4227063,153.011715,,,current,5,3,2,1,,,,,,,24-06-2022,4,"$1,750.00 per week","$1,750.00 per week",0.0%,1750,1750,week,,1817500,,House,Elevate Residential - Brisbane City,44043,"Paige Browning, Rochelle Telfer",434680467,https://www.nexu.com.au/app/#/listing/21401601,29-06-2022
21401934,The Homeowner,501/166 Wickham Tce,Brisbane City,4000,QLD,-27.46534607,153.0245389,,,current,2,2,,,,a/c,,,,,24-06-2022,4,$575 per week,$575 per week,0.0%,575,575,week,,570000,,Apartment,Accor Realty - SURFERS PARADISE,24189,Residences Team Mantra on Edward,434682263,https://www.nexu.com.au/app/#/listing/21401934,29-06-2022
21223649,The Homeowner,1108/275 Wickham Street,Fortitude Valley,4006,QLD,-27.45607496,153.0353603,,,current,2,2,1,,,a/c,,,,,30-05-2022,29,$620 per week,$620 per week,0.0%,620,620,week,VPA-1,500000,,Apartment,Rabbit property Management,120183,Andy,434498343,https://www.nexu.com.au/app/#/listing/21223649,29-06-2022
13394445,The Homeowner,124 Toohey rd,Tarragindi,4121,QLD,-27.52367918,153.046757,,,current,4,2,,2,,a/c,,752m2,,1,14-05-2022,45,$700 per week,$700 per week,0.0%,700,700,week,VPA-1,1304500,,House,Worldlink Property Group - EIGHT MILE PLAINS,50469,Yvonne Yan,430572510,https://www.nexu.com.au/app/#/listing/13394445,29-06-2022
21401954,The Homeowner,8 Crestwood Street,Kuraby,4112,QLD,-27.60068206,153.1035145,,,current,4,2,2,,,a/c,,,,,24-06-2022,4,$690 per week,$690 per week,0.0%,690,690,week,,829000,,House,Ray White  - ROCHEDALE SOUTH,28061,"Moshy Khan, Jessica Sutherland",434682223,https://www.nexu.com.au/app/#/listing/21401954,29-06-2022
21402090,The Homeowner,18 Mebbin Street,Pimpama,4209,QLD,-27.81558062,153.2999551,,,current,4,2,2,,2,,,,,,24-06-2022,4,$750 Per Week,$750 Per Week,0.0%,750,750,week,VPA-3,613000,,House,MPM Property - Pimpama,30335,Trish Doherty,434681999,https://www.nexu.com.au/app/#/listing/21402090,29-06-2022
21224218,The Homeowner,13 Desbet Street,The Gap,4061,QLD,-27.43308331,152.9405909,,,current,4,2,2,,,,,,,,30-05-2022,29,$795 per week,$850 per week,-6.5%,795,850,week,,1110000,,House,Harcourts Solutions Group - WINDSOR,26202,Charlene Amber,434499503,https://www.nexu.com.au/app/#/listing/21224218,29-06-2022
21047134,The Homeowner,2/8 TOORAK ROAD,Hamilton,4007,QLD,-27.43800416,153.0512293,,,current,3,1,,,1,"a/c, split-system",,,,,04-05-2022,55,$700 per week,$750 per week,-6.7%,700,750,week,VPA-2,,,Villa,Pryce Butler Real Estate,33821,Pryce Butler Real Estate Leasing Team,434329015,https://www.nexu.com.au/app/#/listing/21047134,29-06-2022
21047707,The Homeowner,16 Beaumont Drive,Pimpama,4209,QLD,-27.82593763,153.3222766,,,current,3,2,2,,,a/c,,,,,03-05-2022,57,Applications Closed,$550 per week,-9.1%,500,550,week,VPA-1,500000,,House,Horizon Housing Realty - Robina,43553,Yvette Paterson,434310951,https://www.nexu.com.au/app/#/listing/21047707,29-06-2022
21403079,The Homeowner,31 Wicker Road,Park Ridge,4125,QLD,-27.71121319,153.0858874,,,current,4,2,2,,2,a/c,,,,,24-06-2022,4,$500 per week,$500 per week,0.0%,500,500,week,VPA-3,524450,,House,MPM Property - Brisbane,16883,Katelyn Jack,434682951,https://www.nexu.com.au/app/#/listing/21403079,29-06-2022
21403121,The Homeowner,37/81 Boykambil Esplanade North,Hope Island,4212,QLD,-27.8688699,153.3798716,,,current,2,2,2,,,a/c,split-system,,,,24-06-2022,4,900.00,900.00,0.0%,900,900,week,,,,Townhouse,Hope Island Realty - Hope Island,22043,Katrina Caldwell,434682859,https://www.nexu.com.au/app/#/listing/21403121,29-06-2022
21403169,The Homeowner,2 Towers Street,Ascot,4007,QLD,-27.42994684,153.0503566,,,current,6,4,4,,,,,,,,24-06-2022,4,$2000,$2000,0.0%,2000,2000,week,,2650000,,House,Place - Ascot,16271,Tyler Luff,434682783,https://www.nexu.com.au/app/#/listing/21403169,29-06-2022
21048895,The Homeowner,32 Carnarvon Court,Pimpama,4209,QLD,-27.82878091,153.3223024,,,current,3,2,2,,,,,,,,05-05-2022,55,$550,$550,0.0%,550,550,week,VPA-1,500000,,House,Coupers Real Estate - BROADBEACH,18865,Cheyenne Donnelly,434329971,https://www.nexu.com.au/app/#/listing/21048895,29-06-2022
21051213,The Homeowner,4A/65 Sandford street,St Lucia,4067,QLD,-27.49262268,152.9961472,,,current,1,1,,,,,,,,,05-05-2022,54,$300 per week,$300 per week,0.0%,300,300,week,VPA-1,324250,,Unit,Onsite Property - WATERFORD,28531,Bean Hung,434333103,https://www.nexu.com.au/app/#/listing/21051213,29-06-2022
21225114,The Homeowner,27/11 Riding Road,Hawthorne,4171,QLD,-27.46902332,153.0646921,,,current,2,1,1,,,a/c,,,,,30-05-2022,29,$420 per week,$440 per week,-4.5%,420,440,week,VPA-1,506000,,Unit,Horizon Housing Realty - Robina,43553,Horizon Housing Realty,434500511,https://www.nexu.com.au/app/#/listing/21225114,29-06-2022
21226083,The Homeowner,12 Rockfield St,Doolandella,4077,QLD,-27.61730196,152.9772811,,,current,5,2,2,,,,,,,,30-05-2022,29,$850 per week,$850 per week,0.0%,850,850,week,,720000,,House,Ray White  - ROCHEDALE SOUTH,28061,Moshy Khan,434501303,https://www.nexu.com.au/app/#/listing/21226083,29-06-2022
13426185,The Homeowner,22 Menkira street,Mansfield,4122,QLD,-27.54272122,153.0947081,,,current,3,2,2,,,,,546m2,,1,06-05-2022,54,LEASED,$690 per week,0.0%,690,690,week,VPA-1,945000,,House,Kevin Manning Real Estate - Mt Gravatt East,28633,Michael JIANG,430612314,https://www.nexu.com.au/app/#/listing/13426185,29-06-2022
21404060,The Homeowner,3/142 Windermere Road,Hamilton,4007,QLD,-27.43550248,153.0640538,,,current,2,1,1,,,,,,,,24-06-2022,4,$450 per week,$450 per week,0.0%,450,450,week,,560000,,Unit,Inner Brisbane Realty - SPRING HILL,25402,"Danielle Leite, Rentals Team",434683647,https://www.nexu.com.au/app/#/listing/21404060,29-06-2022
21052858,The Homeowner,2 Gertrude McLeod,Middle Park,4074,QLD,-27.55511069,152.9255858,,,current,4,2,2,,1,a/c,split-system,,,,05-05-2022,54,APPLICATION APPROVED,$750 per week,-6.7%,700,750,week,VPA-1,862000,,House,Maison Real Estate -  Mount Ommaney,26815,Stephanie Russ,434333595,https://www.nexu.com.au/app/#/listing/21052858,29-06-2022
21053402,The Homeowner,12/15 Mill Street,Goodna,4300,QLD,-27.61121274,152.9008429,,,current,3,1,1,,,a/c,,,,,05-05-2022,54,$360 per week,$380 per week,-5.3%,360,380,week,VPA-1,253000,,Unit,Raine & Horne  - Springfield/Ipswich/Goodna,26217,Springfield Property Management,434334975,https://www.nexu.com.au/app/#/listing/21053402,29-06-2022
21404467,The Homeowner,8 Narooma Street,Sunnybank,4109,QLD,-27.58356208,153.0553518,,,current,4,1,,2,,,,,,,24-06-2022,4,$500 per week,$500 per week,0.0%,500,500,week,,990000,,House,Hello Realty - UPPER MOUNT GRAVATT,34585,Property Management Department Hello Realty,434684311,https://www.nexu.com.au/app/#/listing/21404467,29-06-2022
21055525,The Homeowner,78 Moreton Street,New Farm,4005,QLD,-27.46799279,153.0438718,,,current,4,2,2,,3,,,,325,5,05-05-2022,54,"$1,600 p/w New Farm Refined","$1,600 p/w New Farm Refined",0.0%,1600,1600,week,VPA-1,2220000,,House,Ray White Brisbane City - Brisbane,30125,Ray White Brisbane Leasing,434337071,https://www.nexu.com.au/app/#/listing/21055525,29-06-2022
21226514,The Homeowner,21 Ringrose Street,Stafford Heights,4053,QLD,-27.39824523,153.0164373,,,current,4,2,2,,,reverse cycle,split-system,,212,4,30-05-2022,29,$900/wk - Family Home,$900/wk - Family Home,0.0%,900,900,week,VPA-3,960000,,House,Opulence Property QLD,49761,OPQ Property Management,434503191,https://www.nexu.com.au/app/#/listing/21226514,29-06-2022
21205036,The Homeowner,16 Brixton Street,Toowong,4066,QLD,-27.48784517,152.9728726,,,current,3,1,2,,1,,,,,,26-05-2022,33,Application Approved,$550,0.0%,550,550,week,,1175000,,House,Plum Property - TOOWONG,31981,Deb Hawes,434480855,https://www.nexu.com.au/app/#/listing/21205036,29-06-2022
21226900,The Homeowner,63 Tuckett Road,Salisbury,4107,QLD,-27.55670343,153.0265807,,,current,4,2,2,,,,,,,,30-05-2022,29,$700 per week,$700 per week,0.0%,700,700,week,,920000,,House,GiJay Estate Agents -,24683,GiJay Estate Agents Rentals,434502527,https://www.nexu.com.au/app/#/listing/21226900,29-06-2022
13448181,The Homeowner,95 Miller Street,Chermside,4032,QLD,-27.38812789,153.0374116,,,current,3,2,2,,,"a/c, ducted",,640m2,161,1,21-06-2022,7,$680 per week,,,680,,week,VPA-1,854500,,House,Realsales Real Estate - Aspley,29542,Chris Sharvell,430632850,https://www.nexu.com.au/app/#/listing/13448181,29-06-2022
21403005,The Homeowner,12/19 BRICKFIELD ROAD,Aspley,4034,QLD,-27.35821296,153.0183516,,,current,2,2,1,,1,"a/c, split-system",,,,,24-06-2022,4,$475 per week,$475 per week,0.0%,475,475,week,,395000,,Unit,Pryce Butler Real Estate,33821,Pryce Butler Real Estate Leasing Team,434683075,https://www.nexu.com.au/app/#/listing/21403005,29-06-2022
21222628,The Homeowner,144 Clarks Road,Loganholme,4129,QLD,-27.69095581,153.1772457,,,current,3,2,,,,a/c,,,,,30-05-2022,29,$520 pw,$520 pw,0.0%,520,520,week,VPA-3,500000,,House,Elders Real Estate - Shailer Park,27562,"Rachel Welsh, Monique Robinson",434497855,https://www.nexu.com.au/app/#/listing/21222628,29-06-2022
21405084,The Homeowner,10 Jaguar Lane,Ripley,4306,QLD,-27.67152897,152.785109,,,current,4,2,1,,,split-system,split-system,,,,25-06-2022,4,$460 per week,$460 per week,0.0%,460,460,week,,519000,,House,investArent - WEST END,38101,Leasing Consultant,434684783,https://www.nexu.com.au/app/#/listing/21405084,29-06-2022
21058974,The Homeowner,3/12 School St,Kelvin Grove,4059,QLD,-27.45278478,153.0126548,,,current,1,1,,1,1,,,,,,06-05-2022,54,$300 per week,$300 per week,0.0%,300,300,week,VPA-1,345000,,Unit,Hive Property - KELVIN GROVE,25052,"Hive Student Accommodation, Andrea Labeau",434339615,https://www.nexu.com.au/app/#/listing/21058974,29-06-2022
21060035,The Homeowner,39B Brendan Way,Victoria Point,4165,QLD,-27.59843107,153.2763367,,,current,5,2,4,1,4,,,,,,06-05-2022,54,$1500 per week including water and power,$1500 per week including water and power,0.0%,1500,1500,week,VPA-1,925000,,Acreage/semi-rural,Brenley Property Group - BRENDALE,79298,Nikki Hulcolmbe,434340127,https://www.nexu.com.au/app/#/listing/21060035,29-06-2022
21059810,The Homeowner,3115 Riverleigh Drive,Hope Island,4212,QLD,-27.87277686,153.3372389,,,current,4,4,3,,,a/c,,,,,06-05-2022,54,"$1,800 per week","$2,000 per week",-10.0%,1800,2000,week,VPA-1,1555000,,House,Onsite Property - WATERFORD,28531,Evan Wei,434340635,https://www.nexu.com.au/app/#/listing/21059810,29-06-2022
21161347,The Homeowner,3/42 Cavendish St,Nundah,4012,QLD,-27.39542961,153.0621843,,,current,3,2,1,,,,,,,,20-05-2022,39,$520 per week,$520 per week,0.0%,520,520,week,,,,Townhouse,Image Property - Brisbane Southside,16348,Monica Garang,434437179,https://www.nexu.com.au/app/#/listing/21161347,29-06-2022
21224446,The Homeowner,31 Laurel Drive,Helensvale,4212,QLD,-27.93246397,153.3436198,,,current,4,2,2,,4,"a/c, reverse cycle, split-system",split-system,,,,30-05-2022,29,$820 per week,$870 per week,-5.7%,820,870,week,VPA-3,930000,,House,Invest & Co - SOUTHPORT,45785,Nathan McCoy,434499111,https://www.nexu.com.au/app/#/listing/21224446,29-06-2022
5911782,The Homeowner,Leased/8 Cordelia Street,South Brisbane,4101,QLD,-27.47330643,153.0145314,,,current,1,1,1,,1,"a/c, split-system",,2701m2,836,,03-04-2020,816,Leased,$740PW NEGOTIABLE,-39.2%,450,740,week,VPA-2,412000,,Apartment,Sungrass Property Group,31815,Carrol Hurst,420589922,https://www.nexu.com.au/app/#/listing/5911782,29-06-2022
21372473,The Homeowner,58 East Beaumont Road,Park Ridge,4125,QLD,-27.71696224,153.084193,,,current,4,2,2,,,,,,,,21-06-2022,7,$550 per week,$550 per week,0.0%,550,550,week,,524450,,House,Ray White IMS - LOGANHOLME,23952,IMS Leasing,434650435,https://www.nexu.com.au/app/#/listing/21372473,29-06-2022
21227784,The Homeowner,89 Riverview Pkwy,Griffin,4503,QLD,-27.28016946,153.0296169,,,current,4,2,2,,,,,,,,30-05-2022,29,$610 per week,$560 per week,8.9%,610,560,week,,615000,,House,Midas Real Estate,35889,Midas Rentals,434503743,https://www.nexu.com.au/app/#/listing/21227784,29-06-2022
21227856,The Homeowner,39 Hall Street,Alderley,4051,QLD,-27.42401145,153.0058868,,,current,6,3,2,,2,a/c,,,,,31-05-2022,29,$1000 per week pw,$1000 per week pw,0.0%,1000,1000,week,,1864500,,House,Calibre Real Estate  - Brisbane,27709,Jason Stimpson,434503895,https://www.nexu.com.au/app/#/listing/21227856,29-06-2022
21228494,The Homeowner,76 Prout rd,MacKenzie,4156,QLD,-27.53889126,153.1337899,,,current,3,2,,,1,a/c,,,,,31-05-2022,29,$680 per week,$680 per week,0.0%,680,680,week,,,,Duplex/semi-detached,Real Property Management Australia,16705,Kristian Poole,434504055,https://www.nexu.com.au/app/#/listing/21228494,29-06-2022
21406622,The Homeowner,60 Mercy Circuit,Park Ridge,4125,QLD,-27.71417372,153.0917407,,,current,4,2,2,,,a/c,,,,,24-06-2022,5,$550 PER WEEK,$550 PER WEEK,0.0%,550,550,week,,524450,,House,Ray White - AKG,110725,Angela Shaick,434680455,https://www.nexu.com.au/app/#/listing/21406622,29-06-2022
15115768,The Homeowner,78 Daintree Circuit,North Lakes,4509,QLD,-27.21698308,153.0085366,,,current,3,2,2,,1,a/c,,,,,25-06-2022,3,$550 per week,,,550,,week,VPA-3,580000,,House,Scope Property Hub - SPRINGWOOD,38685,Jessica Sanderson,432280666,https://www.nexu.com.au/app/#/listing/15115768,29-06-2022
8814506,The Homeowner,45 Valaria Ave,Seven Hills,4170,QLD,-27.485511,153.08003,,,current,2,1,1,,,,,828m2,,1,25-06-2022,3,$500 per week,,,500,,week,,,,House,Rubik Property,36369,Tian Hu,425121834,https://www.nexu.com.au/app/#/listing/8814506,29-06-2022
11863590,The Homeowner,Lot 4 Elite Street,Park Ridge,4125,QLD,-27.714447,153.09016,,,current,4,2,2,,2,,,,,,24-04-2020,795,370 - Rent to Own,$370 per week,0.0%,370,370,week,VPA-1,524450,,House,Australian Home Partners,38903,1 Sell My Own Place,429106674,https://www.nexu.com.au/app/#/listing/11863590,29-06-2022
